scaled_log_Land lease value (IDR),scaled_log_Labor cost (IDR),scaled_log_Seed purchase value (IDR),scaled_log_Fertilizer purchase value (IDR),scaled_log_Pesticide purchase value (IDR),scaled_log_Equipment rent value (IDR),scaled_log_Production value (IDR),scaled_log_Land area (m2),Regency,Regency_encoded
0.6067381645864434,-0.2630991513700902,0.2959009945251939,0.2759099575398687,0.2495523135435514,0.0486891801189389,0.0060476300442186,0.2829063176261923,Garut,0
0.3378191745118017,-0.2630991513700902,-0.0214928680424233,-0.0414838580682872,-0.0473674225176158,-0.4800373355866784,-0.330674916837149,-0.0345005950790825,Garut,0
0.1115247743237248,-0.3609115324599208,-0.2734223149694121,-0.2934134609564537,-0.2830454871812681,-0.5627964536204201,-0.5979466302820364,-0.286386667546044,Garut,0
0.3105888628820313,-0.2630991513700902,-0.0518078917798947,-0.0717988898092723,-0.0757269040414663,-0.4256475895194538,-0.330674916837149,-0.0648133920606915,Garut,0
-0.3166884478380742,-0.3609115324599208,-0.3194681214936815,-0.3394593213956994,-0.3261209636816008,-0.4362410909682781,-0.2464105887036903,-0.3324174831045194,Garut,0
1.0097692937907543,0.5025249613461673,0.7265779423115593,0.7065865845625696,0.6524478073571774,0.8743529467980177,0.4629516666620222,0.7136724767923494,Garut,0
0.1115247743237248,-0.2630991513700902,-0.2734223149694121,-0.2934134609564537,-0.2830454871812681,-0.5627964536204201,-0.5979466302820364,-0.286386667546044,Garut,0
-0.6974414732227967,-0.0762385186804006,0.035031065752217,0.0150400840094622,0.0055103072169826,-0.2365768395767962,-0.2733193521202558,0.0220210332132326,Garut,0
0.7344570980630168,-0.1803999380494857,0.0074116364108905,0.3419201224647379,-0.0203274693455405,-0.4688673012930963,0.1059452586683249,-0.0055975604338664,Garut,0
0.5040437617104534,0.1914619056967258,0.2001217481077514,0.1801307472181615,0.1599514799912687,0.0545744089981865,-0.1822543557056605,0.1871170349619912,Garut,0
0.1115247743237248,-0.2630991513700902,-0.2734223149694121,-0.2934134609564537,-0.2830454871812681,-0.3648060514768558,-0.5979466302820364,-0.286386667546044,Garut,0
0.8908966307186881,0.2956233926896855,0.4520515380761178,0.4320604107983642,0.3956301124227837,0.1381365735142796,0.0060476300442186,0.4390819709209704,Garut,0
-0.3539688234910747,-0.1727901220935548,-0.4120689661194425,-0.4320603036389989,-0.4127482731484302,0.4151319542150278,-0.330674916837149,-0.4249800677452063,Garut,0
